campaign_id,audience,impressions
cfe45ad8-ae82-4669-8ca6-a4696bbc383d,AR_orange_33-38,280
3c6ef0b3-7d0d-411a-8a3e-ca70e561d73b,MA_red_27-32,8552
9003b693-8500-467e-83ac-00be8e8a8f29,VT_brown_60-65,8250
dc93b6bc-694d-4169-85c2-97be30f02958,PA_white_45-50,1139
f70ac30c-5ba2-4a5f-a7f8-9cacca0dbe07,FL_white_18-23,9581
f83685cb-aa7f-4bd7-b1cd-4794e3537567,NE_pink_18-23,7836
fd26fe17-8283-43c7-b025-273877da99a9,MI_white_51-56,3869
3c6b408a-388d-4077-b503-4ad10ab7f5f1,GA_pink_48-53,9167
4e79cb00-76c8-4401-ae07-e1fee526145b,MT_orange_51-56,9621
6403749b-3b46-483d-adb0-648450a1f3fc,HI_orange_48-53,1484
c9ee2a32-cee0-45cb-a3ef-97a4fe98b396,CA_green_63-68,9533
dd044d06-69be-4f1a-8b54-56d13ccc7672,MD_green_63-68,2691
0a2a1367-f386-4500-8790-2dd2ed37177a,NC_orange_48-53,9856
e6f915de-b309-43f5-b99a-74d68825da3c,DC_red_63-68,1357
793b8ce6-51dd-4fb7-b4c3-80444642a996,WA_blue_42-47,6668
3d48a832-781f-45ca-90fa-b54d8c10e563,WA_red_54-59,3842
ab97f684-6bf3-4d15-9f15-24a833cd3fbb,VT_white_33-38,3376
c5b28d35-bf4f-4160-b2fc-749438d5c9b0,IA_blue_33-38,1805
76d6a6ba-e52e-4228-9513-f451ad945a51,NM_purple_45-50,8922
c1fa6105-4674-46a8-b7ba-a450d18180e8,AK_red_21-26,6528
01bcb695-07e7-4e71-a149-6de8ea72e104,GA_purple_45-50,8794
4e28a02c-7883-4213-9b25-3c7b4c61c2c0,RI_black_27-32,8587
23af0255-d378-4026-b89c-24495ee782ae,MA_white_21-26,8117
b59b57bb-3756-425b-9d2c-ca9d25652425,WV_black_51-56,9304
1a90e16b-67f6-4df9-86b1-348a650a73bd,MD_brown_45-50,5340
6f7bc625-8319-4b34-b9f1-514a3e1f6175,OK_green_24-29,4833
0a80c44d-19e4-4344-8bea-b2ee38e3a728,WV_orange_51-56,6098
68af7777-16f9-460f-9484-a16469e79fb9,WA_red_27-32,5857
8b52d74d-70ed-41a4-8d79-65152482b923,CT_green_27-32,1639
17aa489c-3ca5-4e5c-92ba-30ceebe798cf,OR_pink_48-53,584
f707967f-ee71-4809-9e8f-f78c82d563e1,NJ_black_33-38,7806
0395fce3-210d-4236-a235-e798d1a6ba9d,KY_black_45-50,5989
bf31806e-ca70-46a4-9aeb-720f21954ca0,OR_orange_27-32,4293
a0c70119-4abf-467d-aa2c-32a0522bb3b3,MN_red_51-56,7842
883fd471-444c-4e2d-8c89-9022b4ff912a,AR_purple_54-59,4687
367373bd-b3f8-4ad9-9a1f-a94f2a7b8041,RI_red_51-56,1853
7d98134f-aab5-45f1-aa45-cef91bd6d2b5,MO_green_24-29,7614
b9157d1f-87ac-4be4-9333-ae8311bf19f7,NV_green_18-23,9422
1145a27e-9a48-445b-a4b1-2392cc434758,CT_red_30-35,1923
9fa56d03-1486-4801-a796-21a55e7ea4fb,SC_blue_57-62,1713
3ef04db6-f486-488a-abc9-28e5664ce787,TX_green_42-47,8470
1572575e-669c-493b-9ecd-32e61a6e7175,NH_blue_42-47,1963
49965fc5-6145-4941-8d54-9a16f0fbc2de,ID_orange_54-59,5103
f6f8f137-e158-477d-9675-a4640ab414e1,CA_blue_39-44,2705
500e21f9-3b79-4dc2-93cc-f6ee381252c7,DC_red_21-26,8206
cbca78f5-278a-468d-b5a9-f6387fdbf2c8,WI_brown_63-68,1336
051a52ab-4867-4d18-92df-83664e8d38d9,KS_black_21-26,8159
9e9aa440-7928-4d50-859e-f64ad6501be9,LA_pink_36-41,1258
aa9bca50-b0d0-4efb-9602-601f7db420ed,NE_pink_57-62,2659
2f7744de-25fd-4e69-bdb3-6ca8b27d5e9b,DE_brown_60-65,8262
ad3f10ea-6b64-4333-8a37-a505b2045549,OR_orange_30-35,2233
ce8570eb-09d5-4e2c-8c3a-bc2f371ed793,UT_brown_18-23,3868
b3db855b-1361-4951-9cc7-7284a41c33a1,GA_purple_48-53,1473
487d8a49-b379-4c7a-94e0-b8a47bffddad,LA_blue_21-26,5112
07bfdad3-e20b-41c8-86cd-15aca2f43dca,IA_purple_57-62,7629
8ad5ace5-5042-42d2-891d-62a840e30a34,NJ_blue_33-38,8621
43496536-9c77-47a0-b35e-477534532c37,NV_black_42-47,2716
664c9dfd-a703-4cd9-ba0d-84825324edff,MI_green_45-50,7146
b7eba2cf-9bdf-4e00-9a61-273206a18625,WI_red_27-32,8936
2c90f391-2516-4075-b9b4-e3146a211de0,DE_white_33-38,9654
33e8e0da-f74f-492b-8193-1ad031fdbacf,UT_red_51-56,1972
53512e35-dca2-4d1f-a18e-fc498d2e6de6,MT_blue_51-56,3737
ec5508f4-8f22-4ce0-b75b-28b03c00aad7,SC_red_39-44,3776
ab043d88-e577-4e85-b364-4dfbb7403632,DC_pink_33-38,4708
c206e938-50a8-4823-ad33-05783b38b12e,SD_white_21-26,625
353a6fa1-6fb7-44c5-9f8b-a424da77e123,AK_red_39-44,6915
60407a56-b80b-440f-a9f7-b3808a14f259,OR_purple_27-32,5481
e30c3bc1-d054-452a-ac5b-e6808586d760,CA_blue_27-32,3070
aefa2f93-138b-4613-a75b-947cea72af72,OH_purple_60-65,4869
8c3df926-307b-4b5b-b158-552a2857d140,OR_green_54-59,7138
a8a22f76-75ad-406c-aea0-233d45b9c32b,NM_white_24-29,3807
36c4e56a-cb5b-4b22-8a40-b68e90a9177c,WV_blue_54-59,3549
fc4805b5-15f1-4802-849a-d24e6de0c828,DE_white_57-62,6665
8f569123-e9f8-4800-bcc9-c19316f24178,MA_orange_27-32,6961
83306e7f-8a63-48b7-b19c-525f8b7ee7ba,MN_brown_21-26,5073
9544e783-751e-4b60-a2b2-00ff965cdd38,MO_black_51-56,1293
fc69e39c-b053-4cba-a522-d64ee70ddeba,ME_black_18-23,5903
3853ec1d-8f96-435e-b4e3-be3ed5839429,FL_orange_21-26,2642
82173975-dbe6-432e-8cad-012eed0466ac,ND_pink_27-32,4419
e76431e0-a508-4844-b281-81b67a806118,AR_pink_57-62,7584
1e2dc8e8-3edd-40f6-960d-c92aad35f995,VA_green_33-38,2887
6ba1994b-5cfa-4882-b1bd-2cc18676c963,MS_black_54-59,2167
5882d76f-22d0-42db-bfbe-09013b556eae,NY_orange_60-65,4896
6f872f2a-f3cf-4ee2-9559-09bcda35bc94,KY_green_45-50,9240
fcd4abb0-b98e-4c36-91d4-304f9f8f122d,IA_green_30-35,6192
99039234-bd99-4c64-9a99-3e50f7510a3a,MT_blue_36-41,4150
76581015-6111-4bf0-ba29-1fb3007623b0,DC_blue_24-29,2833
6ba1066a-2c52-4bf5-9b2c-96e1cc4b3133,MN_blue_60-65,4306
0a243023-b7d2-430b-918d-19d94d91a698,NV_brown_36-41,938
089a04b6-7060-4767-ad17-cefed38b34b4,MA_orange_51-56,7858
4e02aaa8-74aa-48b1-b7f1-a6fe6fa58ad1,MI_brown_63-68,1437
7147d615-9d0d-4924-afe6-51d44ebc1cfa,ND_orange_51-56,2793
3886b187-2c14-40b3-9212-07fe89c4d8c5,ME_black_51-56,9175
90d02b05-fa00-4817-8a68-2c9d466adc5a,KY_white_39-44,7898
a1da8f75-761b-430f-a18a-8b4e21eaf428,RI_white_24-29,3461
a6abc304-fed0-4f70-8e9a-5e0d86bff14a,MO_black_57-62,3658
3416b58c-7993-46be-92d7-9586289490dd,MI_red_51-56,8619
200150f9-9a5f-4995-a047-6e7a64ee0c21,MD_black_39-44,6704
2f2e2d31-9679-442e-ad4e-38c60d1e4308,MA_brown_36-41,3859
8b98450a-79d8-46bf-9f54-d05941795b86,CA_purple_54-59,7470
bf47584a-038f-41f3-9a96-9c3ce74d2ccc,CT_orange_27-32,3829
1187665b-90dc-4a8c-a8da-a64d08ceda43,SC_green_18-23,7982
bc9b62e3-bda3-4051-b24f-575e4798a4d1,MD_white_39-44,4618
50fdc6d5-5c68-42a6-a320-78e0a27ad205,NH_green_36-41,2510
bec15674-934c-473b-987a-7eb541d987f1,NM_purple_54-59,2204
c5efdd6f-4d8d-4c95-a566-7ecfa6e6edb8,HI_black_24-29,4347
fa0653f4-981c-4b4a-8280-1a29d603d913,CO_brown_30-35,854
94b52bc8-42e1-45b0-8f50-f7aff4a15666,AR_white_48-53,3859
c0c67335-d7f6-40be-b95a-bb06e74d2a72,AK_brown_27-32,7823
44db67ce-2464-463a-8fc2-eb464efac874,NJ_brown_57-62,1151
4ad6c56c-921b-4d86-bdd3-e3546c486a7f,GA_pink_39-44,3789
16cb7b01-f314-49b8-9ee1-b38cd11a9a8c,NE_brown_48-53,1931
047d061a-d99b-410a-8751-18e4673afcf7,MT_brown_42-47,4645
a5ffb2b9-8641-4e1b-8224-832a240b6588,TN_black_36-41,4005
45b64ff7-7821-416e-aa96-8c76484fe294,KY_orange_33-38,5290
ef4d2fc0-d462-44df-bfa5-342535579bb3,MO_black_21-26,9608
c7dc7e9f-a75f-4e5d-9afb-fb02a0a3c2ba,MN_brown_54-59,5222
779352f4-879f-4129-83c6-4f3b4580f2c0,MN_white_24-29,5055
00ee4aa0-85e3-4094-837b-76dc7b43f5ec,LA_white_42-47,9191
34847e28-ed46-441a-b651-90c0c9aff26b,NM_blue_27-32,793
9885fee7-27e3-46d7-b2a2-923aae57f018,FL_purple_54-59,4596
271a09c3-78c4-44e2-ab29-1819b4abe594,AZ_green_18-23,3308
2050ea0b-90aa-4d16-8e2d-16ddf65142fa,TX_purple_48-53,8968
e208624f-04fd-445e-bf70-053d1b9309e1,KY_black_42-47,3492
907ff36c-fb83-4f72-b580-2de750d10c14,KY_orange_57-62,6043
d13c3f71-a8d2-44f4-aebb-df207b31d4f0,TX_red_30-35,2424
f859922a-6ea3-4e3e-9531-3f15458c955b,WV_black_18-23,976
a4c11ce7-8c8a-4113-8a97-11a6ecfa5880,TN_green_57-62,6555
6ae40227-9652-44bf-8d2e-5e0fb89dc736,UT_purple_57-62,5305
e7131875-279a-49f2-9236-bc1a2747b117,VT_red_63-68,9994
6adcfd6d-b85f-4487-b961-919d043113c9,CA_black_27-32,5646
538adc6c-727d-4845-a8f7-fb9029074b55,RI_black_51-56,8558
b2f8155b-3ccd-4d4e-9047-789742fa396f,NE_red_63-68,6161
39d9ead7-fc8a-4534-9f2b-8acee147149c,FL_orange_51-56,5195
7271954b-aa71-43d8-8004-dccf2fa12958,ME_black_54-59,8848
1cd2fc5b-8f82-42fc-88a3-2fd1ec2c717b,ME_blue_36-41,4892
aba1735e-0075-4acf-a97a-535cb4ae01d6,MD_purple_60-65,8893
90674391-730e-428e-9b51-da918677477c,FL_green_39-44,1626
15336e62-da76-4bb1-b52f-6bb6e2886da6,IA_blue_54-59,8295
9561a094-dcce-4ec1-bddb-a86c07cb1121,NM_brown_36-41,643
314c5f38-fd0c-46e6-8a46-3c3f20999727,NM_red_18-23,6829
d873c265-4a7b-465b-a839-54651b8a8844,NC_orange_63-68,6216
3d675595-e2f3-4be2-9a36-ff6fe8d0c372,AR_green_54-59,6404
41f8f6e0-35a3-4fcb-85bc-0af819f588ed,MA_purple_54-59,6349
e0917124-bb73-456d-8a3c-d429306ed44c,WV_purple_45-50,3357
f1a88a6b-859d-4e22-87d2-1fe48cb19729,MA_pink_21-26,2081
17d342cc-2793-488d-976c-77946f6cdcd8,MS_red_18-23,4162
70f61e89-a9d2-4fa3-81c5-f91120966283,MN_pink_18-23,4092
4a9d9555-feb0-4536-9513-2259217a5019,IN_green_21-26,449
f9da19a5-a077-4029-a124-1f4fb94ffb6f,NM_pink_24-29,5279
60a8028f-78cf-49d5-ab9c-dde4993657b4,SD_pink_33-38,9953
4919100f-21c5-4ff9-9cfe-11fdf9d29175,AL_white_42-47,850
daa6fce8-6199-4a52-b128-6b9f37d816d6,IA_black_60-65,3893
b6f98915-b8b3-4ae2-a00b-cde1fa80203f,MD_blue_45-50,5294
d56e7a29-e24c-4664-bd41-524f21072867,MI_brown_54-59,8269
0eb087c4-8f27-4496-9b42-3c121a349d1e,OH_purple_48-53,586
369ffcca-e4e5-4a15-b9af-05e859c8f8d5,ND_red_33-38,5908
18acf414-67bb-4e4f-b1a3-d9b663438dee,WY_red_51-56,6353
66c1bb98-3233-4493-955b-c3cb87efce39,KS_black_45-50,4466
041b5e95-2c89-48eb-8b0c-7dcca7223310,IA_green_24-29,3478
12e7b392-af52-4e36-bcfd-30456273e17b,MO_blue_39-44,2310
136aec44-79ff-404e-8a60-7a3fb0dd0e5f,NH_pink_21-26,4414
d52290db-9af3-4684-93cc-c6dfa1aa424a,VA_black_51-56,6365
9ca1b828-e810-4404-94c8-9a6f9d1e7431,ND_black_54-59,2524
996af1d8-0940-49f6-95d0-5e52fa859069,FL_red_21-26,1387
56281e8e-8a93-4be7-aa9f-e5998f3d7110,NC_brown_21-26,7636
0884c4a4-c4ee-42c4-839b-f8b2fc8eb429,DE_orange_33-38,4908
8fbebd27-071b-44c6-a85e-ca1e274ac0d8,OR_purple_39-44,3632
e193710c-8d04-46a9-9397-d538bd056731,WY_pink_63-68,5638
a57c2b06-0476-46f3-8686-6c569d519d93,NY_blue_36-41,1740
fc236bbf-80c8-4994-8306-158cb3fbd3d5,CT_blue_54-59,8667
