campaign_id,ad_type,date,spend,actions
23e27c3b-3257-406f-bbc0-f9eddde36bf5,video,2017-06-17,26,"[{""D"": 74, ""action"": ""junk""}, {""J"": 87, ""action"": ""views""}, {""G"": 52, ""action"": ""noise""}, {""J"": 79, ""action"": ""noise""}, {""A"": 62, ""action"": ""clicks""}]"
88379863-e3f3-4f8e-891d-679fa97743ef,photo,2017-06-18,887,"[{""B"": 83, ""action"": ""views""}, {""A"": 75, ""action"": ""noise""}, {""A"": 69, ""action"": ""conversions""}, {""J"": 53, ""action"": ""noise""}, {""E"": 54, ""action"": ""noise""}]"
c86dbfbd-53df-4e89-84ad-69ddbd73482c,photo,2017-06-20,244,"[{""A"": 54, ""action"": ""noise""}, {""A"": 65, ""action"": ""views""}, {""A"": 9, ""action"": ""junk""}, {""J"": 56, ""action"": ""junk""}]"
92b55812-ea98-4e14-87b0-d39e0690cb3a,photo,2017-06-16,626,"[{""D"": 44, ""action"": ""clicks""}, {""K"": 11, ""action"": ""views""}, {""F"": 94, ""action"": ""noise""}, {""B"": 95, ""action"": ""noise""}]"
c72eb88c-326b-4a64-9cc0-ac0075de6013,video,2017-06-16,847,"[{""H"": 17, ""action"": ""junk""}, {""E"": 91, ""action"": ""noise""}, {""J"": 34, ""action"": ""clicks""}, {""E"": 18, ""action"": ""conversions""}, {""J"": 19, ""action"": ""clicks""}]"
33db8f9d-d609-4277-83ce-4cbcbf29a18f,photo,2017-06-19,563,"[{""C"": 31, ""action"": ""noise""}, {""F"": 71, ""action"": ""noise""}, {""B"": 56, ""action"": ""clicks""}]"
010477f4-a0f2-4447-be2d-38251bac76c8,photo,2017-06-14,176,"[{""C"": 62, ""action"": ""views""}, {""E"": 64, ""action"": ""noise""}, {""G"": 71, ""action"": ""clicks""}, {""D"": 6, ""action"": ""junk""}]"
1fa886f5-51b4-495d-83f5-ff6acc496bd7,photo,2017-06-17,906,"[{""D"": 36, ""action"": ""clicks""}, {""D"": 30, ""action"": ""conversions""}, {""B"": 77, ""action"": ""noise""}, {""F"": 38, ""action"": ""junk""}]"
0ccc3df5-2ca7-4f8a-b24c-d50635c5f6c1,photo,2017-06-17,979,"[{""G"": 72, ""action"": ""junk""}, {""F"": 15, ""action"": ""clicks""}, {""K"": 37, ""action"": ""junk""}, {""A"": 8, ""action"": ""junk""}, {""J"": 62, ""action"": ""clicks""}]"
70b002e5-2bf7-49dc-9911-11ce24003922,photo,2017-06-17,730,"[{""J"": 3, ""action"": ""views""}]"
d4a9fcf1-8261-45fe-806c-a15ab99349c6,video,2017-06-16,926,"[{""C"": 98, ""action"": ""views""}, {""G"": 34, ""action"": ""views""}, {""F"": 53, ""action"": ""noise""}, {""H"": 78, ""action"": ""clicks""}]"
41d57847-233a-4227-85ce-b97f0622c7fe,video,2017-06-22,644,"[{""C"": 71, ""action"": ""views""}, {""E"": 76, ""action"": ""junk""}]"
15e73e31-1b68-4642-a21f-9277249f4acc,photo,2017-06-19,781,"[{""E"": 23, ""action"": ""conversions""}]"
2a06cb08-a326-48c2-97cd-a22b7649dc5b,video,2017-06-17,972,"[{""H"": 3, ""action"": ""clicks""}, {""D"": 87, ""action"": ""junk""}]"
67d405ec-ee73-4f07-8a30-9d62d076d39c,photo,2017-06-16,307,"[{""D"": 44, ""action"": ""conversions""}]"
cb311480-d840-4578-8826-41caca3edd24,video,2017-06-15,548,"[{""A"": 83, ""action"": ""clicks""}, {""A"": 42, ""action"": ""clicks""}, {""K"": 9, ""action"": ""clicks""}, {""B"": 19, ""action"": ""junk""}, {""D"": 41, ""action"": ""conversions""}]"
4ec704be-361a-47ec-8c94-055e63636297,photo,2017-06-23,407,"[{""J"": 34, ""action"": ""views""}, {""J"": 32, ""action"": ""conversions""}, {""C"": 77, ""action"": ""views""}, {""K"": 48, ""action"": ""views""}, {""A"": 89, ""action"": ""noise""}]"
f384ee39-63b0-458c-9dc7-4e7ff8dccf86,video,2017-06-20,333,"[{""E"": 55, ""action"": ""clicks""}]"
a447602b-20e6-4a91-a04f-20590359f09b,video,2017-06-22,44,"[{""H"": 30, ""action"": ""conversions""}, {""F"": 60, ""action"": ""conversions""}]"
a5ff7757-f8cc-4ec8-a025-108b20d17d99,video,2017-06-17,537,"[{""D"": 8, ""action"": ""junk""}, {""G"": 62, ""action"": ""clicks""}]"
bcecb17d-6b9d-4f8b-bf8f-2a91c0b9c929,video,2017-06-19,49,"[{""D"": 88, ""action"": ""clicks""}, {""G"": 55, ""action"": ""conversions""}, {""F"": 74, ""action"": ""views""}, {""E"": 28, ""action"": ""noise""}]"
c41a1c88-18e3-4482-974f-3a498214524b,video,2017-06-14,639,"[{""B"": 83, ""action"": ""clicks""}, {""B"": 16, ""action"": ""junk""}, {""H"": 27, ""action"": ""junk""}, {""D"": 33, ""action"": ""views""}, {""H"": 81, ""action"": ""conversions""}]"
55913e00-390b-4fec-8bcb-55ce3b2b4263,video,2017-06-22,177,"[{""H"": 94, ""action"": ""views""}, {""J"": 28, ""action"": ""views""}, {""F"": 0, ""action"": ""views""}, {""G"": 75, ""action"": ""clicks""}, {""E"": 7, ""action"": ""conversions""}]"
ce6fdeeb-e145-4115-b5c2-0a75e43ce962,video,2017-06-17,563,"[{""D"": 88, ""action"": ""views""}, {""C"": 6, ""action"": ""views""}, {""B"": 68, ""action"": ""views""}, {""H"": 44, ""action"": ""noise""}]"
003e4fe9-8abd-40d9-a27b-1cebfd6fd052,photo,2017-06-21,306,"[{""C"": 44, ""action"": ""conversions""}, {""E"": 11, ""action"": ""noise""}, {""J"": 34, ""action"": ""noise""}]"
51ebf862-74a6-4882-bb06-cefd5fdcaa5b,photo,2017-06-22,290,"[{""J"": 51, ""action"": ""views""}, {""C"": 7, ""action"": ""conversions""}]"
e77d3987-38ee-4a2f-ab9b-86113203d640,video,2017-06-16,499,"[{""J"": 46, ""action"": ""views""}, {""C"": 5, ""action"": ""conversions""}, {""D"": 33, ""action"": ""views""}, {""B"": 97, ""action"": ""conversions""}, {""H"": 48, ""action"": ""clicks""}]"
5628e7b4-f62e-4293-9542-0ab3fc56ba2c,photo,2017-06-23,296,"[{""K"": 5, ""action"": ""junk""}, {""D"": 11, ""action"": ""conversions""}, {""G"": 88, ""action"": ""clicks""}, {""J"": 78, ""action"": ""views""}, {""C"": 34, ""action"": ""clicks""}]"
8e6a526e-b69c-4bbf-96ce-05b8b26a49d6,photo,2017-06-14,299,"[{""K"": 16, ""action"": ""noise""}, {""K"": 69, ""action"": ""views""}, {""H"": 4, ""action"": ""junk""}, {""H"": 58, ""action"": ""junk""}, {""C"": 24, ""action"": ""clicks""}]"
677bf9b9-9ff1-4e27-bbde-e3313cf9a6d1,photo,2017-06-20,963,"[{""A"": 13, ""action"": ""clicks""}]"
d6eac312-367a-4a23-80a5-3aa78508625e,video,2017-06-19,909,"[{""H"": 41, ""action"": ""noise""}, {""J"": 45, ""action"": ""conversions""}, {""K"": 8, ""action"": ""views""}, {""A"": 41, ""action"": ""clicks""}, {""F"": 31, ""action"": ""noise""}]"
8aaeb46c-f2a1-4309-b645-ca51ab411f7c,video,2017-06-14,196,"[{""H"": 59, ""action"": ""conversions""}, {""A"": 16, ""action"": ""conversions""}, {""K"": 88, ""action"": ""junk""}, {""E"": 55, ""action"": ""junk""}]"
b248b566-cf0d-4603-946f-0b735e997779,photo,2017-06-15,564,"[{""G"": 92, ""action"": ""conversions""}, {""H"": 36, ""action"": ""noise""}, {""E"": 2, ""action"": ""junk""}, {""F"": 95, ""action"": ""views""}, {""D"": 66, ""action"": ""junk""}]"
f3e43180-5015-40dc-baeb-fd3b5cc370e5,photo,2017-06-14,457,"[{""H"": 68, ""action"": ""conversions""}, {""E"": 0, ""action"": ""views""}, {""J"": 29, ""action"": ""views""}]"
f3b61129-0693-4495-a776-ea4033e52f2d,video,2017-06-21,91,"[{""F"": 98, ""action"": ""junk""}]"
8331e614-e916-46d6-88e0-e9ecfbdae3e0,photo,2017-06-23,111,"[{""H"": 15, ""action"": ""conversions""}, {""F"": 72, ""action"": ""noise""}, {""D"": 72, ""action"": ""clicks""}, {""A"": 50, ""action"": ""views""}, {""K"": 34, ""action"": ""conversions""}]"
1e51950f-9d9d-4523-8643-79c92af725c1,video,2017-06-23,793,"[{""K"": 34, ""action"": ""clicks""}, {""J"": 28, ""action"": ""clicks""}, {""H"": 2, ""action"": ""views""}]"
bb60842e-2035-408c-82d9-6c5119b1c7a9,video,2017-06-20,572,"[{""C"": 51, ""action"": ""noise""}, {""F"": 85, ""action"": ""clicks""}, {""J"": 10, ""action"": ""junk""}, {""J"": 35, ""action"": ""junk""}]"
b225d3c6-a148-4932-a7a8-e62ee9214981,video,2017-06-16,548,"[{""D"": 10, ""action"": ""views""}, {""J"": 5, ""action"": ""clicks""}, {""E"": 61, ""action"": ""noise""}, {""A"": 51, ""action"": ""conversions""}, {""J"": 55, ""action"": ""clicks""}]"
c2842c2d-9bff-47fa-bf7b-16e88c171e07,video,2017-06-20,699,"[{""D"": 15, ""action"": ""junk""}, {""C"": 53, ""action"": ""clicks""}, {""J"": 54, ""action"": ""clicks""}, {""G"": 75, ""action"": ""clicks""}, {""K"": 79, ""action"": ""views""}]"
ddabe186-35a7-4c66-90c7-7f62a3a5e3d6,photo,2017-06-18,920,"[{""H"": 87, ""action"": ""views""}, {""C"": 25, ""action"": ""noise""}, {""A"": 82, ""action"": ""junk""}]"
c740d638-d198-4bd4-9966-1953099c3824,photo,2017-06-22,29,"[{""J"": 92, ""action"": ""conversions""}, {""E"": 25, ""action"": ""clicks""}, {""K"": 27, ""action"": ""junk""}, {""D"": 4, ""action"": ""clicks""}]"
40a44d74-571e-4681-bd18-f5f80f7f9afa,photo,2017-06-14,319,"[{""C"": 90, ""action"": ""conversions""}, {""H"": 66, ""action"": ""conversions""}, {""G"": 44, ""action"": ""clicks""}, {""C"": 85, ""action"": ""junk""}, {""B"": 20, ""action"": ""views""}]"
0daafb41-9f73-4397-a76c-c20f48bca248,photo,2017-06-22,360,"[{""E"": 92, ""action"": ""junk""}]"
836644d3-d0cc-427a-86d1-ffd1ee0f74ac,video,2017-06-16,403,"[{""D"": 38, ""action"": ""noise""}, {""E"": 65, ""action"": ""noise""}, {""A"": 16, ""action"": ""junk""}, {""E"": 90, ""action"": ""conversions""}, {""D"": 51, ""action"": ""junk""}]"
4b4753b0-15b5-4edf-b8ce-51d961e3a24a,photo,2017-06-21,815,"[{""K"": 6, ""action"": ""conversions""}, {""G"": 83, ""action"": ""conversions""}, {""G"": 64, ""action"": ""noise""}]"
c740d638-d198-4bd4-9966-1953099c3824,video,2017-06-21,819,"[{""J"": 40, ""action"": ""clicks""}, {""C"": 31, ""action"": ""junk""}, {""B"": 30, ""action"": ""views""}, {""H"": 65, ""action"": ""noise""}, {""A"": 15, ""action"": ""noise""}]"
1ddcc787-b94c-440b-92ad-27d010889fdd,photo,2017-06-20,0,"[{""E"": 7, ""action"": ""clicks""}, {""B"": 26, ""action"": ""noise""}, {""E"": 71, ""action"": ""views""}, {""F"": 40, ""action"": ""views""}]"
eae394e0-34bd-4c05-96f0-4802d1c214af,photo,2017-06-15,332,"[{""K"": 31, ""action"": ""clicks""}, {""K"": 13, ""action"": ""clicks""}]"
435a42cc-a303-447e-a1da-119ac362b9f9,photo,2017-06-17,347,"[{""J"": 68, ""action"": ""views""}, {""A"": 82, ""action"": ""clicks""}]"
10322ca5-43e0-4a28-9ab5-c06760278ad7,video,2017-06-23,594,"[{""J"": 88, ""action"": ""clicks""}, {""G"": 45, ""action"": ""clicks""}, {""H"": 27, ""action"": ""views""}, {""K"": 19, ""action"": ""junk""}, {""G"": 46, ""action"": ""clicks""}]"
2f8d92e3-2d90-40fa-a3ff-f5337af93a9e,photo,2017-06-18,926,"[{""H"": 45, ""action"": ""views""}, {""J"": 87, ""action"": ""clicks""}, {""K"": 75, ""action"": ""views""}]"
1a90e16b-67f6-4df9-86b1-348a650a73bd,video,2017-06-23,927,"[{""A"": 86, ""action"": ""noise""}]"
ba2e77fd-5ca7-4bce-bd85-73b56074128a,photo,2017-06-23,420,"[{""G"": 19, ""action"": ""clicks""}, {""G"": 99, ""action"": ""views""}, {""D"": 47, ""action"": ""conversions""}, {""F"": 46, ""action"": ""junk""}]"
3d675554-58d4-4e1d-abfe-d25643488ba4,video,2017-06-14,804,"[{""A"": 34, ""action"": ""conversions""}, {""F"": 11, ""action"": ""clicks""}, {""K"": 91, ""action"": ""noise""}, {""J"": 5, ""action"": ""clicks""}]"
b36bf33a-eab1-4dc9-8187-0c0fb75ac0b3,photo,2017-06-18,283,"[{""F"": 52, ""action"": ""junk""}, {""A"": 58, ""action"": ""conversions""}, {""H"": 77, ""action"": ""views""}, {""B"": 27, ""action"": ""noise""}]"
8c3900e7-8540-4b88-997e-884ddec2237b,video,2017-06-14,20,"[{""A"": 93, ""action"": ""noise""}]"
6495a7d9-ad00-49fa-ac58-14855214d539,video,2017-06-17,198,"[{""G"": 2, ""action"": ""junk""}, {""K"": 80, ""action"": ""clicks""}, {""F"": 87, ""action"": ""junk""}]"
6fed7008-ee69-4ce3-8301-694006adfdfb,photo,2017-06-22,908,"[{""G"": 81, ""action"": ""junk""}, {""G"": 24, ""action"": ""conversions""}, {""E"": 12, ""action"": ""junk""}]"
c33d88e1-a04a-47b4-a11a-49b4c343bfb6,photo,2017-06-16,385,"[{""A"": 51, ""action"": ""conversions""}, {""H"": 91, ""action"": ""junk""}, {""A"": 10, ""action"": ""noise""}]"
eaa7a78b-79da-4963-9704-93190754730d,video,2017-06-21,93,"[{""B"": 44, ""action"": ""junk""}, {""H"": 63, ""action"": ""noise""}]"
2306cb18-85d6-4541-a88a-d64a0709db5e,video,2017-06-23,899,"[{""B"": 82, ""action"": ""noise""}, {""B"": 16, ""action"": ""conversions""}, {""D"": 71, ""action"": ""junk""}, {""J"": 83, ""action"": ""conversions""}, {""D"": 79, ""action"": ""clicks""}]"
7364d523-f499-4a90-8e77-550df550eca3,video,2017-06-14,38,"[{""F"": 16, ""action"": ""junk""}]"
401c96e3-4223-4b53-b7a6-a60b125cf860,video,2017-06-14,201,"[{""J"": 44, ""action"": ""clicks""}, {""C"": 29, ""action"": ""conversions""}, {""K"": 74, ""action"": ""views""}, {""H"": 27, ""action"": ""conversions""}, {""D"": 0, ""action"": ""junk""}]"
a47b1a70-2023-4da4-8077-c14324cc1fab,photo,2017-06-18,158,"[{""J"": 60, ""action"": ""noise""}, {""F"": 64, ""action"": ""views""}, {""K"": 1, ""action"": ""noise""}, {""J"": 56, ""action"": ""noise""}, {""J"": 46, ""action"": ""noise""}]"
d1fca990-ecad-4067-aa49-e7856488c129,photo,2017-06-20,528,"[{""J"": 45, ""action"": ""views""}, {""G"": 28, ""action"": ""clicks""}, {""J"": 87, ""action"": ""conversions""}]"
1c5b201c-4f2b-46da-84b0-bfaa7cc67301,photo,2017-06-14,676,"[{""J"": 13, ""action"": ""junk""}]"
b9fd1657-880a-4a5e-b434-5725e776cc85,photo,2017-06-20,731,"[{""H"": 11, ""action"": ""views""}, {""C"": 96, ""action"": ""clicks""}]"
5f5639dc-71a3-40ae-abe7-51a9b22a0d88,photo,2017-06-18,338,"[{""B"": 4, ""action"": ""noise""}, {""K"": 88, ""action"": ""noise""}, {""B"": 68, ""action"": ""clicks""}]"
99a9aa3b-ff6d-42a8-8204-f8e1031841c5,video,2017-06-17,827,"[{""C"": 10, ""action"": ""clicks""}]"
3af90fc5-0190-4f95-8ee1-38b003417990,video,2017-06-22,363,"[{""A"": 53, ""action"": ""views""}, {""C"": 47, ""action"": ""junk""}, {""A"": 0, ""action"": ""junk""}, {""J"": 85, ""action"": ""clicks""}]"
86d21c0d-9c9a-43dc-bc25-57087552417d,video,2017-06-22,755,"[{""F"": 58, ""action"": ""views""}, {""F"": 21, ""action"": ""junk""}, {""A"": 20, ""action"": ""conversions""}]"
fd8ee111-c019-4341-adc7-a419be15b296,video,2017-06-17,155,"[{""E"": 78, ""action"": ""noise""}]"
37258bda-366f-4883-acc5-0eb67dd7747e,video,2017-06-14,713,"[{""B"": 93, ""action"": ""clicks""}, {""F"": 17, ""action"": ""conversions""}, {""F"": 37, ""action"": ""conversions""}, {""G"": 8, ""action"": ""clicks""}]"
01593318-80bf-45f9-aa4e-ac6ecb4441f4,video,2017-06-14,601,"[{""K"": 31, ""action"": ""junk""}, {""J"": 69, ""action"": ""junk""}, {""K"": 84, ""action"": ""noise""}]"
e04e6561-185d-4cbb-a288-91c176f70591,video,2017-06-22,115,"[{""C"": 29, ""action"": ""noise""}, {""J"": 45, ""action"": ""clicks""}, {""C"": 77, ""action"": ""clicks""}, {""F"": 21, ""action"": ""conversions""}, {""E"": 21, ""action"": ""junk""}]"
e9d8575c-a5df-4355-affe-6eb2c7235451,video,2017-06-22,648,"[{""E"": 60, ""action"": ""conversions""}, {""C"": 18, ""action"": ""views""}, {""E"": 23, ""action"": ""junk""}]"
b6f6af67-8913-417a-88a2-923bff00deb0,video,2017-06-21,756,"[{""E"": 86, ""action"": ""views""}, {""B"": 60, ""action"": ""views""}, {""D"": 72, ""action"": ""clicks""}, {""F"": 45, ""action"": ""views""}]"
0bab0ad0-391b-4538-8fdc-0cb1b75d2260,photo,2017-06-16,211,"[{""G"": 14, ""action"": ""junk""}, {""K"": 89, ""action"": ""views""}]"
